Nombre,Ciudad,Ingreso,Edad,Genero,Nivel educativo,Pobreza,Subsidio
Juan,Madrid,4272,53,M,Bachillerato,0,0
Elena,Granada,2594,38,F,Licenciatura,0,1
Elena,Barcelona,2733,44,M,Maestría,1,1
Elena,Bilbao,2779,58,M,Bachillerato,1,0
Elena,Zaragoza,1869,27,F,Licenciatura,0,1
Ana,Las Palmas,1399,30,M,Bachillerato,1,0
Carlos,Zaragoza,2368,56,M,Licenciatura,1,1
Juan,Madrid,4386,52,F,Doctorado,1,0
Luis,Bilbao,1916,19,M,Licenciatura,1,0
Elena,Sevilla,1854,63,F,Doctorado,1,1
Ana,Zaragoza,2010,45,F,Licenciatura,0,1
Ana,Palma de Mallorca,4555,31,M,Maestría,1,0
Laura,Palma de Mallorca,2910,57,F,Licenciatura,1,1
Diego,Málaga,2620,56,M,Maestría,1,0
Elena,Palma de Mallorca,4073,34,M,Doctorado,0,1
Jose,Barcelona,4213,35,M,Licenciatura,0,0
Carlos,Zaragoza,1284,24,M,Licenciatura,1,0
Pedro,Palma de Mallorca,1103,66,M,Bachillerato,1,1
Diego,Palma de Mallorca,2667,28,M,Licenciatura,0,1
Elena,Bilbao,4214,49,M,Bachillerato,1,1
Diego,Palma de Mallorca,2494,45,M,Maestría,1,0
Jose,Málaga,2240,32,F,Licenciatura,1,0
Elena,Bilbao,2448,68,M,Doctorado,1,0
Diego,Zaragoza,4840,38,F,Bachillerato,1,0
Pedro,Valencia,4596,55,M,Doctorado,0,0
Maria,Valencia,4983,67,M,Licenciatura,0,1
Luis,Bilbao,3731,35,F,Doctorado,1,0
Carlos,Granada,4505,21,F,Bachillerato,0,0
Carlos,Sevilla,4260,25,M,Bachillerato,0,1
Ana,Málaga,4146,36,F,Bachillerato,0,0
Diego,Las Palmas,3980,26,F,Bachillerato,1,0
Diego,Madrid,3346,52,F,Maestría,0,1
Carlos,Palma de Mallorca,4814,34,M,Doctorado,0,1
Carlos,Palma de Mallorca,4114,52,F,Doctorado,0,1
Luis,Bilbao,4966,18,F,Bachillerato,1,0
Jose,Valencia,1187,64,F,Licenciatura,0,1
Ana,Las Palmas,1856,47,M,Doctorado,1,0
Elena,Granada,2935,35,M,Bachillerato,0,1
Pedro,Madrid,1523,52,F,Bachillerato,0,1
Elena,Sevilla,2342,30,F,Doctorado,1,0
Ana,Granada,4647,62,M,Maestría,1,0
Luis,Málaga,2831,33,M,Bachillerato,0,0
Laura,Las Palmas,1412,38,F,Doctorado,1,1
Jose,Palma de Mallorca,1546,59,F,Bachillerato,1,1
Maria,Málaga,2329,66,M,Licenciatura,0,0
Elena,Málaga,2425,42,M,Doctorado,0,1
Ana,Bilbao,3136,19,F,Doctorado,0,0
Laura,Málaga,3513,65,M,Doctorado,1,1
Juan,Bilbao,3999,26,F,Licenciatura,1,0
Diego,Las Palmas,3333,32,F,Bachillerato,1,1
Laura,Málaga,1205,36,F,Bachillerato,0,0
Juan,Sevilla,1141,61,M,Bachillerato,0,0
Pedro,Granada,1624,57,M,Bachillerato,1,0
Ana,Palma de Mallorca,4898,40,F,Licenciatura,0,1
Pedro,Zaragoza,1610,32,M,Maestría,1,0
Laura,Valencia,3290,45,F,Maestría,0,0
Maria,Las Palmas,4113,42,M,Maestría,1,1
Elena,Sevilla,1123,43,M,Doctorado,0,0
Jose,Madrid,4231,31,F,Doctorado,0,1
Pedro,Madrid,3089,66,M,Licenciatura,0,1
Luis,Barcelona,1104,60,M,Licenciatura,1,0
Juan,Valencia,4443,61,M,Licenciatura,0,0
Jose,Málaga,2248,23,F,Maestría,1,1
Ana,Barcelona,4304,51,M,Doctorado,0,0
Diego,Valencia,1541,21,F,Bachillerato,1,0
Ana,Madrid,4825,39,F,Doctorado,1,1
Ana,Barcelona,1394,69,M,Doctorado,1,1
Juan,Málaga,4902,32,M,Maestría,1,0
Luis,Sevilla,2490,64,M,Licenciatura,1,0
Laura,Sevilla,3752,65,F,Maestría,1,1
Jose,Las Palmas,4538,65,F,Maestría,1,1
Luis,Sevilla,4637,26,F,Maestría,0,1
Maria,Zaragoza,1768,67,F,Doctorado,1,0
Ana,Bilbao,4121,30,F,Bachillerato,0,1
Diego,Sevilla,2133,37,M,Bachillerato,0,1
Ana,Valencia,2562,29,M,Maestría,1,1
Diego,Valencia,2740,49,F,Maestría,0,0
Pedro,Granada,4559,65,F,Maestría,1,1
Maria,Valencia,1131,52,M,Licenciatura,0,1
Pedro,Madrid,2424,68,F,Doctorado,0,0
Maria,Madrid,3477,35,M,Licenciatura,1,0
Maria,Sevilla,1817,63,F,Bachillerato,0,0
Diego,Bilbao,2048,68,M,Doctorado,1,1
Maria,Las Palmas,2825,49,M,Licenciatura,0,1
Laura,Bilbao,1532,59,F,Licenciatura,1,0
Carlos,Sevilla,3223,65,M,Bachillerato,1,1
Jose,Madrid,3717,65,F,Doctorado,0,1
Luis,Las Palmas,2518,68,M,Doctorado,1,0
Jose,Valencia,2831,40,F,Maestría,1,0
Carlos,Sevilla,1569,66,F,Bachillerato,1,0
Luis,Granada,3234,54,M,Licenciatura,0,1
Jose,Málaga,4018,18,M,Licenciatura,0,1
Diego,Zaragoza,4574,53,M,Bachillerato,0,0
Jose,Málaga,2960,58,M,Maestría,0,0
Ana,Bilbao,4585,26,M,Licenciatura,1,1
Juan,Málaga,4000,48,M,Doctorado,1,1
Maria,Barcelona,1541,44,F,Bachillerato,1,1
Ana,Palma de Mallorca,4472,41,F,Maestría,1,0
Pedro,Palma de Mallorca,3223,55,F,Licenciatura,1,1
Luis,Zaragoza,2464,33,F,Licenciatura,0,0
Laura,Palma de Mallorca,3652,44,M,Licenciatura,0,0
Juan,Sevilla,1571,59,F,Maestría,0,1
Jose,Zaragoza,1101,34,M,Maestría,1,0
Luis,Madrid,2955,56,F,Licenciatura,1,0
Carlos,Madrid,2899,69,F,Bachillerato,1,1
Elena,Las Palmas,1989,49,M,Bachillerato,1,0
Elena,Granada,3831,35,F,Licenciatura,0,1
Carlos,Málaga,1195,48,F,Maestría,0,0
Luis,Zaragoza,3507,26,M,Bachillerato,1,1
Juan,Bilbao,3075,29,F,Licenciatura,0,0
Luis,Barcelona,3245,49,M,Doctorado,1,1
Laura,Bilbao,4197,47,M,Bachillerato,1,1
Pedro,Málaga,4276,27,F,Bachillerato,1,0
Juan,Sevilla,3709,64,M,Maestría,1,1
Juan,Granada,4863,66,F,Licenciatura,1,0
Juan,Barcelona,1100,27,M,Doctorado,1,0
Pedro,Málaga,1988,51,F,Bachillerato,1,0
Ana,Las Palmas,1849,46,M,Doctorado,0,1
Maria,Las Palmas,3502,58,M,Maestría,1,0
Carlos,Palma de Mallorca,4893,46,F,Maestría,1,1
Laura,Zaragoza,3046,29,F,Bachillerato,1,0
Diego,Palma de Mallorca,1747,37,F,Bachillerato,0,0
Jose,Las Palmas,3702,51,F,Maestría,0,1
Elena,Granada,1925,55,M,Maestría,0,1
Ana,Barcelona,1662,35,F,Maestría,1,0
Laura,Sevilla,1463,57,F,Bachillerato,0,1
Maria,Palma de Mallorca,1014,51,M,Maestría,0,0
Diego,Palma de Mallorca,2801,26,M,Doctorado,1,0
Elena,Granada,2566,33,M,Bachillerato,1,0
Elena,Valencia,4765,36,F,Bachillerato,0,1
Diego,Málaga,4153,61,M,Bachillerato,0,0
Elena,Sevilla,2748,35,F,Licenciatura,1,1
Juan,Bilbao,3483,57,M,Maestría,0,0
Jose,Barcelona,4340,46,M,Bachillerato,1,0
Luis,Madrid,3773,45,F,Bachillerato,1,0
Jose,Las Palmas,4977,31,M,Doctorado,0,1
Maria,Las Palmas,4730,29,F,Doctorado,1,1
Diego,Barcelona,4102,60,M,Bachillerato,1,0
Laura,Valencia,1788,60,M,Doctorado,0,1
Elena,Barcelona,4385,37,F,Bachillerato,1,1
Laura,Bilbao,4921,36,F,Licenciatura,0,0
Pedro,Valencia,2786,61,F,Doctorado,1,1
Luis,Granada,4362,38,M,Bachillerato,1,0
Ana,Las Palmas,3103,45,F,Licenciatura,0,1
Carlos,Zaragoza,4509,50,M,Bachillerato,1,0
Diego,Barcelona,2383,28,F,Bachillerato,0,1
Ana,Valencia,4220,33,F,Licenciatura,1,0
Laura,Granada,1297,56,F,Bachillerato,1,1
Luis,Valencia,4027,42,F,Bachillerato,1,1
Diego,Bilbao,1048,64,F,Maestría,1,1
Elena,Madrid,4268,35,M,Maestría,1,1
Maria,Valencia,2276,49,F,Bachillerato,0,0
Laura,Palma de Mallorca,3176,27,M,Maestría,0,0
Jose,Zaragoza,4183,38,F,Maestría,0,0
Laura,Madrid,1583,34,F,Maestría,0,0
Luis,Zaragoza,4587,50,M,Doctorado,1,1
Jose,Valencia,2679,69,F,Doctorado,0,1
Maria,Madrid,3068,69,F,Maestría,1,0
Laura,Madrid,3163,40,M,Maestría,1,0
Jose,Sevilla,4682,21,M,Licenciatura,1,1
Ana,Granada,2223,19,F,Licenciatura,0,0
Laura,Granada,4336,32,F,Licenciatura,0,1
Maria,Granada,3741,25,F,Licenciatura,0,1
Pedro,Madrid,2792,64,M,Bachillerato,0,1
Juan,Madrid,4079,40,M,Maestría,0,1
Diego,Palma de Mallorca,4988,56,F,Licenciatura,1,0
Diego,Barcelona,4777,54,F,Licenciatura,1,0
Juan,Palma de Mallorca,1607,38,M,Bachillerato,0,1
Maria,Bilbao,3754,22,M,Bachillerato,1,0
Pedro,Sevilla,3570,30,F,Doctorado,0,1
Diego,Zaragoza,2136,36,M,Maestría,0,1
Carlos,Granada,2320,54,F,Bachillerato,1,0
Juan,Madrid,4183,51,M,Doctorado,0,0
Laura,Madrid,1034,25,M,Maestría,0,1
Jose,Palma de Mallorca,1885,41,M,Doctorado,1,0
Diego,Barcelona,1894,22,M,Licenciatura,1,1
Jose,Sevilla,1250,37,F,Bachillerato,0,1
Maria,Barcelona,2873,63,M,Maestría,1,0
Diego,Madrid,1768,49,F,Doctorado,1,0
Juan,Valencia,3951,55,M,Maestría,0,0
Diego,Valencia,4991,62,F,Bachillerato,1,1
Diego,Bilbao,3217,19,M,Licenciatura,0,0
Jose,Valencia,1741,23,M,Doctorado,1,0
Pedro,Sevilla,4481,61,F,Bachillerato,0,0
Diego,Madrid,3944,45,F,Bachillerato,0,1
Laura,Granada,4732,46,M,Bachillerato,0,0
Jose,Las Palmas,4272,23,M,Doctorado,1,1
Maria,Palma de Mallorca,3906,46,M,Licenciatura,0,1
Jose,Valencia,2614,55,F,Bachillerato,0,1
Carlos,Valencia,3347,30,M,Maestría,0,1
Maria,Palma de Mallorca,3881,55,F,Bachillerato,1,1
Luis,Granada,4106,39,M,Bachillerato,1,1
Pedro,Barcelona,1554,29,M,Maestría,1,0
Carlos,Sevilla,4869,26,M,Maestría,1,0
Diego,Sevilla,1446,45,M,Licenciatura,1,1
Juan,Granada,3091,66,F,Bachillerato,0,1
Luis,Madrid,4151,53,F,Maestría,0,0
Elena,Bilbao,4174,59,F,Doctorado,0,1
Luis,Valencia,1344,51,M,Licenciatura,1,0
Maria,Las Palmas,4861,56,F,Bachillerato,0,0
Laura,Valencia,3747,53,M,Licenciatura,1,1
Elena,Barcelona,1419,39,F,Bachillerato,0,1
Elena,Málaga,1163,25,F,Doctorado,1,1
Maria,Madrid,3400,28,F,Licenciatura,1,1
Luis,Palma de Mallorca,1681,27,M,Licenciatura,0,0
Diego,Granada,1806,23,F,Maestría,1,0
Maria,Málaga,4362,59,M,Bachillerato,0,1
Carlos,Sevilla,4170,65,F,Licenciatura,0,0
Elena,Valencia,2829,23,F,Doctorado,0,1
Pedro,Las Palmas,2924,28,M,Licenciatura,1,1
Pedro,Palma de Mallorca,4600,46,M,Maestría,0,0
Diego,Sevilla,1764,37,F,Doctorado,0,0
Ana,Zaragoza,4488,53,F,Licenciatura,1,1
Juan,Granada,2838,66,F,Licenciatura,0,0
Ana,Sevilla,4605,20,M,Licenciatura,0,1
Laura,Málaga,2197,59,F,Licenciatura,1,0
Carlos,Barcelona,4617,67,M,Licenciatura,0,1
Ana,Palma de Mallorca,3185,58,F,Doctorado,1,1
Ana,Las Palmas,4676,54,M,Maestría,0,1
Pedro,Granada,2651,47,F,Bachillerato,1,0
Maria,Barcelona,2797,63,F,Doctorado,1,1
Luis,Málaga,3173,18,F,Bachillerato,0,0
Juan,Palma de Mallorca,2183,29,M,Doctorado,1,0
Elena,Bilbao,4737,38,M,Licenciatura,0,0
Diego,Granada,4874,37,F,Doctorado,1,1
Luis,Madrid,1167,56,F,Maestría,0,1
Maria,Barcelona,2666,30,F,Bachillerato,1,1
Luis,Sevilla,1185,22,M,Bachillerato,0,1
Elena,Barcelona,4008,33,F,Bachillerato,0,0
Maria,Granada,4599,25,M,Maestría,0,1
Carlos,Zaragoza,1432,35,F,Maestría,0,1
Diego,Sevilla,2355,68,M,Licenciatura,0,0
Jose,Palma de Mallorca,1034,30,F,Licenciatura,1,0
Maria,Barcelona,2787,50,M,Bachillerato,1,0
Jose,Sevilla,1612,38,M,Licenciatura,1,1
Jose,Las Palmas,1603,47,F,Bachillerato,1,0
Maria,Málaga,3142,60,F,Bachillerato,0,0
Pedro,Valencia,3875,57,F,Doctorado,0,1
Maria,Sevilla,3700,68,F,Bachillerato,1,0
Ana,Zaragoza,2897,48,M,Licenciatura,1,1
Ana,Granada,1153,57,F,Licenciatura,0,0
Juan,Granada,3126,49,M,Licenciatura,1,0
Maria,Valencia,4250,28,F,Doctorado,1,0
Maria,Granada,2592,38,M,Licenciatura,1,1
Ana,Zaragoza,4906,41,F,Maestría,0,1
Laura,Madrid,3570,40,M,Bachillerato,0,1
Maria,Las Palmas,1332,26,M,Bachillerato,1,0
Ana,Palma de Mallorca,3356,49,F,Licenciatura,0,0
Maria,Palma de Mallorca,4199,20,F,Licenciatura,1,1
Carlos,Madrid,3556,61,M,Bachillerato,1,0
Diego,Barcelona,4763,62,F,Doctorado,1,0
Ana,Valencia,3646,37,M,Doctorado,0,0
Maria,Málaga,3964,22,F,Licenciatura,0,1
Ana,Las Palmas,2115,67,F,Bachillerato,1,1
Luis,Valencia,1564,35,F,Doctorado,1,1
Juan,Madrid,1952,61,M,Licenciatura,0,1
Maria,Bilbao,3187,29,F,Bachillerato,1,1
Pedro,Barcelona,1698,69,F,Licenciatura,0,0
Ana,Valencia,4186,35,F,Bachillerato,0,0
Maria,Zaragoza,3192,21,F,Licenciatura,0,1
Diego,Zaragoza,3268,21,F,Bachillerato,1,0
Diego,Málaga,3598,24,M,Maestría,1,1
Carlos,Málaga,3181,37,M,Bachillerato,1,1
Elena,Granada,1618,24,F,Licenciatura,0,0
Pedro,Las Palmas,1507,67,M,Maestría,1,0
Ana,Málaga,1095,60,F,Licenciatura,1,1
Jose,Granada,1556,35,F,Bachillerato,0,1
Jose,Granada,3119,33,M,Bachillerato,1,1
Luis,Granada,4988,54,M,Licenciatura,0,0
Pedro,Granada,1860,64,F,Maestría,0,0
Diego,Las Palmas,3039,41,M,Licenciatura,1,0
Elena,Bilbao,4936,25,F,Maestría,0,1
Diego,Valencia,4984,34,M,Doctorado,0,0
Ana,Sevilla,2223,30,M,Doctorado,0,1
Pedro,Málaga,2239,52,M,Doctorado,0,1
Ana,Sevilla,2745,35,F,Licenciatura,0,1
Laura,Zaragoza,2914,60,M,Doctorado,0,0
Juan,Barcelona,3781,43,F,Bachillerato,0,0
Laura,Las Palmas,2885,52,F,Licenciatura,0,1
Diego,Madrid,1260,27,M,Bachillerato,0,1
Carlos,Las Palmas,3769,25,M,Bachillerato,1,0
Elena,Las Palmas,2090,24,F,Maestría,0,1
Elena,Sevilla,1940,36,M,Maestría,0,0
Carlos,Palma de Mallorca,3544,20,F,Maestría,1,1
Juan,Bilbao,4498,19,F,Licenciatura,1,1
Pedro,Zaragoza,3775,20,M,Doctorado,0,1
Luis,Valencia,1010,62,M,Maestría,1,0
Juan,Zaragoza,4897,27,M,Licenciatura,0,1
Elena,Valencia,2594,52,M,Doctorado,1,0
Laura,Barcelona,2600,19,M,Doctorado,0,0
Juan,Sevilla,4151,55,M,Licenciatura,0,1
Jose,Valencia,2548,36,F,Bachillerato,0,0
Elena,Málaga,2217,65,M,Doctorado,0,0
Luis,Barcelona,1803,22,M,Doctorado,1,0
Juan,Valencia,1038,23,F,Doctorado,0,0
Diego,Valencia,1469,46,F,Doctorado,1,1
Carlos,Sevilla,4720,35,F,Doctorado,1,1
Laura,Málaga,4371,32,F,Licenciatura,1,1
Carlos,Málaga,3422,24,F,Licenciatura,1,1
Jose,Zaragoza,3656,32,F,Maestría,0,1
Carlos,Las Palmas,4093,44,F,Bachillerato,0,1
Elena,Bilbao,2236,42,M,Bachillerato,0,1
Laura,Zaragoza,2054,38,F,Maestría,0,0
Diego,Málaga,3988,46,F,Bachillerato,1,0
Ana,Madrid,4689,43,F,Maestría,1,1
Carlos,Sevilla,4967,25,F,Maestría,0,0
Juan,Palma de Mallorca,1308,29,F,Bachillerato,0,0
Ana,Madrid,3033,41,M,Bachillerato,0,1
Juan,Sevilla,4667,35,F,Bachillerato,1,1
Luis,Madrid,3653,66,F,Maestría,1,0
Pedro,Málaga,2586,21,M,Maestría,0,0
Juan,Málaga,4052,49,M,Maestría,1,0
Pedro,Zaragoza,2644,25,F,Maestría,0,0
Carlos,Málaga,4681,41,F,Bachillerato,0,1
Juan,Zaragoza,4297,37,M,Bachillerato,1,1
Elena,Zaragoza,1710,63,F,Doctorado,1,0
Carlos,Valencia,4052,19,M,Bachillerato,0,0
Ana,Barcelona,2684,20,M,Maestría,0,0
Elena,Las Palmas,2026,64,F,Doctorado,1,1
Luis,Sevilla,1508,25,M,Bachillerato,1,1
Ana,Bilbao,1660,46,M,Doctorado,1,0
Maria,Las Palmas,4327,59,F,Bachillerato,1,0
Diego,Granada,4644,69,M,Bachillerato,0,1
Carlos,Málaga,3870,39,M,Maestría,0,1
Maria,Madrid,3744,36,F,Licenciatura,1,0
Laura,Valencia,3202,40,M,Bachillerato,1,1
Juan,Palma de Mallorca,3592,50,M,Bachillerato,0,1
Juan,Granada,1078,66,M,Maestría,0,0
Elena,Las Palmas,2856,59,M,Bachillerato,1,1
Jose,Palma de Mallorca,2679,38,M,Maestría,1,1
Elena,Málaga,2695,38,M,Doctorado,0,0
Carlos,Barcelona,1521,26,F,Doctorado,0,1
Maria,Zaragoza,4281,37,F,Bachillerato,0,0
Ana,Barcelona,1188,58,M,Licenciatura,1,1
Luis,Madrid,4037,29,M,Bachillerato,0,1
Juan,Málaga,3354,68,M,Bachillerato,1,0
Maria,Zaragoza,1814,62,F,Doctorado,0,1
Pedro,Las Palmas,3168,40,F,Bachillerato,0,0
Maria,Bilbao,1144,51,F,Doctorado,1,0
Pedro,Sevilla,4826,31,M,Doctorado,1,0
Jose,Valencia,4237,69,M,Licenciatura,0,0
Elena,Sevilla,4189,51,M,Maestría,1,1
Pedro,Bilbao,4721,31,F,Maestría,0,0
Maria,Las Palmas,4005,57,M,Licenciatura,0,0
Laura,Barcelona,3716,23,F,Bachillerato,1,1
Pedro,Granada,2407,31,M,Doctorado,0,1
Luis,Zaragoza,3766,64,M,Bachillerato,1,0
Laura,Zaragoza,3592,45,M,Maestría,1,1
Diego,Bilbao,1546,44,M,Licenciatura,1,1
Jose,Bilbao,3153,43,M,Licenciatura,1,1
Diego,Sevilla,4445,35,M,Licenciatura,1,1
Diego,Zaragoza,2249,33,M,Bachillerato,1,0
Luis,Valencia,1669,63,M,Licenciatura,0,1
Ana,Málaga,3197,22,M,Maestría,0,1
Jose,Valencia,3349,41,F,Licenciatura,1,1
Laura,Zaragoza,1020,33,F,Bachillerato,0,1
Luis,Zaragoza,3597,22,M,Licenciatura,0,1
Diego,Madrid,4150,29,M,Doctorado,1,1
Ana,Barcelona,1802,68,F,Doctorado,1,1
Diego,Barcelona,1043,48,M,Bachillerato,1,1
Maria,Valencia,1209,57,F,Licenciatura,0,1
Juan,Zaragoza,1309,32,F,Bachillerato,0,1
Juan,Las Palmas,4807,26,F,Doctorado,1,0
Ana,Sevilla,1973,61,M,Doctorado,1,1
Juan,Bilbao,4487,40,M,Licenciatura,1,0
Elena,Palma de Mallorca,2394,30,F,Bachillerato,0,1
Luis,Palma de Mallorca,2128,44,M,Bachillerato,1,0
Luis,Málaga,3551,23,M,Maestría,0,1
Elena,Palma de Mallorca,4554,32,F,Maestría,0,0
Diego,Valencia,2163,33,F,Doctorado,1,1
Luis,Palma de Mallorca,3424,60,M,Doctorado,0,1
Pedro,Zaragoza,4962,51,M,Bachillerato,0,1
Luis,Barcelona,2673,51,F,Bachillerato,0,0
Jose,Sevilla,1865,58,F,Maestría,0,1
Luis,Barcelona,1876,37,F,Maestría,1,1
Juan,Bilbao,2443,24,F,Bachillerato,1,0
Juan,Granada,2771,37,F,Licenciatura,0,0
Diego,Madrid,1529,34,F,Maestría,1,0
Juan,Madrid,2054,19,F,Licenciatura,0,1
Jose,Barcelona,3497,43,F,Licenciatura,0,0
Luis,Zaragoza,2218,27,M,Licenciatura,0,0
Luis,Barcelona,1133,62,M,Licenciatura,0,1
Luis,Bilbao,4931,31,F,Licenciatura,1,1
Diego,Las Palmas,3366,39,M,Bachillerato,1,1
Pedro,Bilbao,2494,62,M,Bachillerato,0,0
Ana,Zaragoza,3615,66,M,Licenciatura,1,0
Luis,Las Palmas,2123,62,M,Licenciatura,1,1
Diego,Las Palmas,4879,57,F,Maestría,0,0
Elena,Valencia,3122,36,F,Licenciatura,1,0
Maria,Zaragoza,2996,42,F,Doctorado,1,1
Luis,Zaragoza,4464,27,F,Licenciatura,1,0
Jose,Barcelona,2072,65,M,Doctorado,0,1
Diego,Sevilla,1715,63,M,Maestría,1,0
Ana,Málaga,4294,53,M,Doctorado,1,1
Laura,Bilbao,3929,66,F,Doctorado,1,0
Ana,Barcelona,2609,62,F,Maestría,1,0
Luis,Valencia,1332,64,M,Licenciatura,0,0
Pedro,Málaga,2318,19,F,Bachillerato,0,1
Luis,Palma de Mallorca,2986,28,F,Bachillerato,0,1
Luis,Sevilla,2708,50,F,Maestría,0,1
Pedro,Sevilla,1238,38,M,Maestría,1,0
Elena,Bilbao,1016,19,M,Bachillerato,1,0
Juan,Málaga,1270,40,M,Bachillerato,0,0
Pedro,Palma de Mallorca,1065,46,M,Maestría,0,1
Diego,Las Palmas,2789,27,M,Maestría,1,1
Ana,Las Palmas,2869,28,M,Maestría,1,1
Pedro,Madrid,4532,54,M,Maestría,0,0
Jose,Valencia,3809,45,M,Doctorado,1,0
Laura,Palma de Mallorca,2151,49,M,Licenciatura,0,0
Diego,Bilbao,4735,49,M,Maestría,1,1
Pedro,Barcelona,4853,52,F,Licenciatura,1,0
Ana,Granada,4306,20,M,Bachillerato,0,1
Diego,Sevilla,2448,68,F,Doctorado,1,1
Ana,Madrid,1772,21,M,Doctorado,1,1
Diego,Barcelona,3351,65,M,Bachillerato,0,1
Juan,Granada,2387,31,F,Licenciatura,1,0
Luis,Sevilla,1281,56,M,Doctorado,1,0
Juan,Palma de Mallorca,4046,57,F,Bachillerato,1,0
Luis,Palma de Mallorca,1493,61,F,Licenciatura,1,1
Jose,Sevilla,1596,32,F,Licenciatura,0,0
Maria,Barcelona,2468,53,M,Doctorado,0,0
Ana,Granada,1027,37,M,Bachillerato,0,0
Pedro,Valencia,2972,23,F,Maestría,0,0
Elena,Granada,2799,33,M,Licenciatura,0,0
Ana,Madrid,3006,18,F,Maestría,0,0
Ana,Bilbao,2396,35,F,Maestría,0,1
Diego,Madrid,3551,54,F,Doctorado,1,0
Pedro,Valencia,3289,52,F,Bachillerato,0,0
Elena,Palma de Mallorca,1397,35,F,Licenciatura,0,1
Luis,Madrid,1475,58,M,Maestría,1,0
Elena,Madrid,4297,41,F,Doctorado,1,1
Ana,Bilbao,3773,43,M,Maestría,0,0
Ana,Barcelona,1773,54,F,Bachillerato,0,0
Elena,Palma de Mallorca,2526,45,F,Doctorado,1,1
Elena,Málaga,3144,35,F,Maestría,1,1
Maria,Valencia,3844,42,F,Licenciatura,0,1
Luis,Sevilla,1129,69,M,Bachillerato,1,1
Maria,Málaga,4812,64,F,Licenciatura,0,1
Juan,Barcelona,3186,48,F,Licenciatura,1,0
Ana,Valencia,3207,26,M,Doctorado,1,0
Diego,Barcelona,1302,32,F,Doctorado,1,0
Jose,Palma de Mallorca,4055,46,M,Maestría,1,0
Juan,Granada,4079,27,M,Doctorado,1,0
Maria,Bilbao,2472,37,M,Licenciatura,1,0
Elena,Zaragoza,3338,21,F,Bachillerato,1,1
Ana,Madrid,1916,60,F,Doctorado,0,0
Elena,Sevilla,1302,29,M,Licenciatura,1,1
Ana,Barcelona,3173,37,M,Bachillerato,1,1
Elena,Málaga,2327,57,F,Maestría,1,0
Diego,Málaga,1656,59,F,Licenciatura,0,1
Elena,Málaga,2266,28,M,Maestría,1,0
Carlos,Barcelona,3019,25,F,Bachillerato,0,1
Maria,Bilbao,2761,27,M,Doctorado,1,1
Laura,Málaga,2667,31,F,Licenciatura,0,1
Juan,Zaragoza,3007,67,F,Bachillerato,0,1
Maria,Zaragoza,3130,44,M,Doctorado,1,0
Carlos,Valencia,2554,59,M,Doctorado,1,0
Diego,Palma de Mallorca,3696,69,F,Bachillerato,1,1
Carlos,Las Palmas,4251,31,M,Bachillerato,0,1
Pedro,Sevilla,3648,54,M,Licenciatura,0,0
Luis,Bilbao,2006,67,F,Maestría,1,1
Pedro,Bilbao,3811,50,F,Licenciatura,1,0
Jose,Barcelona,2476,31,F,Maestría,0,0
Carlos,Bilbao,3787,30,F,Licenciatura,1,1
Diego,Valencia,1522,47,M,Doctorado,1,1
Ana,Las Palmas,2914,51,F,Licenciatura,0,1
Pedro,Las Palmas,2336,43,F,Licenciatura,1,1
Carlos,Palma de Mallorca,1385,26,M,Doctorado,0,0
Pedro,Palma de Mallorca,1383,18,F,Doctorado,0,1
Elena,Granada,4849,55,F,Bachillerato,0,1
Diego,Granada,2808,48,F,Maestría,0,1
Maria,Barcelona,3707,32,M,Licenciatura,1,1
Laura,Sevilla,3435,27,M,Bachillerato,1,1
Diego,Valencia,1469,60,F,Licenciatura,0,0
Diego,Valencia,4749,24,F,Licenciatura,0,0
Juan,Málaga,4985,49,M,Bachillerato,1,0
Juan,Las Palmas,4714,40,F,Doctorado,0,1
Carlos,Sevilla,3442,40,F,Doctorado,1,0
Carlos,Las Palmas,4536,44,F,Licenciatura,0,0
Juan,Málaga,4008,45,M,Licenciatura,1,1
Maria,Granada,1805,41,F,Licenciatura,1,0
Juan,Las Palmas,1115,54,F,Licenciatura,0,1
Juan,Madrid,4028,25,M,Licenciatura,1,0
Diego,Granada,4233,37,M,Licenciatura,0,0
Pedro,Las Palmas,4158,33,M,Bachillerato,1,1
Elena,Sevilla,2615,33,M,Doctorado,0,1
Luis,Granada,2357,49,M,Bachillerato,1,0
Luis,Las Palmas,4882,34,M,Doctorado,1,0
Juan,Las Palmas,1424,37,M,Doctorado,1,1
Pedro,Sevilla,4334,35,M,Licenciatura,1,0
Carlos,Granada,2224,38,M,Licenciatura,1,1
Elena,Zaragoza,1087,45,M,Bachillerato,0,0
Laura,Granada,4910,41,F,Licenciatura,0,0
Elena,Valencia,4359,55,M,Doctorado,0,1
Pedro,Zaragoza,1901,40,F,Licenciatura,1,1
Luis,Málaga,1935,29,M,Licenciatura,0,1
Pedro,Granada,2447,60,M,Bachillerato,1,0
Maria,Sevilla,2940,57,F,Maestría,0,1
Jose,Barcelona,3117,31,F,Doctorado,1,1
Juan,Sevilla,2546,22,F,Doctorado,0,1
Laura,Bilbao,1264,34,M,Doctorado,0,1
Ana,Sevilla,2468,51,F,Bachillerato,0,0
Maria,Palma de Mallorca,2045,46,F,Maestría,0,0
Carlos,Zaragoza,2898,43,F,Licenciatura,1,0
Pedro,Zaragoza,1346,53,F,Bachillerato,1,1
